loc_code	date	lab_project_id	lab_sample_id	chem_variable	value	units	below_loq	loq	elneutr
ZWAP225	2011-04-11	0	10435	CondL	77	<U+00B5>S/cm	NA	-99	0.068851
ZWAP225	2011-04-11	0	10435	Fe	0.0681468218	meq/l	NA	-99	0.068851
ZWAP220	2011-04-11	0	10436	CondL	66	<U+00B5>S/cm	NA	-99	0.080921
ZWAP220	2011-04-11	0	10436	Fe	0.0108146822	meq/l	NA	-99	0.080921
ZWAP215	2011-04-11	0	10437	CondL	64	<U+00B5>S/cm	NA	-99	0.0557
ZWAP215	2011-04-11	0	10437	Fe	0.0017905103	meq/l	NA	-99	0.0557
ZWAP214	2011-04-11	0	10438	CondL	130	<U+00B5>S/cm	NA	-99	0.013555
ZWAP214	2011-04-11	0	10438	Fe	0.0084870188	meq/l	NA	-99	0.013555
ZWAP228	2011-04-14	0	10439	CondL	72	<U+00B5>S/cm	NA	-99	-0.270733
ZWAP228	2011-04-14	0	10439	Fe	0.0017905103	meq/l	NA	-99	-0.270733
ZWAP034	2011-04-14	0	10440	CondL	192	<U+00B5>S/cm	NA	-99	0.083921
ZWAP034	2011-04-14	0	10440	Fe	0.6094897046	meq/l	NA	-99	0.083921
ZWAP216	2011-04-14	0	10441	CondL	55	<U+00B5>S/cm	NA	-99	0.187727
ZWAP216	2011-04-14	0	10441	Fe	0.1775470009	meq/l	NA	-99	0.187727
TLAP005	2011-04-18	0	10442	CondL	89	<U+00B5>S/cm	NA	-99	-0.301159
TLAP005	2011-04-18	0	10442	Fe	0.0017905103	meq/l	NA	-99	-0.301159
TLAP003	2011-04-18	0	10443	CondL	173	<U+00B5>S/cm	NA	-99	-0.211255
TLAP003	2011-04-18	0	10443	Fe	0.1971709937	meq/l	NA	-99	-0.211255
TLAP002	2011-04-18	0	10444	CondL	188	<U+00B5>S/cm	NA	-99	-0.094718
TLAP002	2011-04-18	0	10444	Fe	0.1155953447	meq/l	NA	-99	-0.094718
TLAP001	2011-04-18	0	10445	CondL	162	<U+00B5>S/cm	NA	-99	0.100297
TLAP001	2011-04-18	0	10445	Fe	0.3152372426	meq/l	NA	-99	0.100297
TLAP006	2011-04-18	0	10446	CondL	61	<U+00B5>S/cm	NA	-99	-0.005608
TLAP006	2011-04-18	0	10446	Fe	0.0313339302	meq/l	NA	-99	-0.005608
TLAP012	2011-04-18	0	10447	CondL	78	<U+00B5>S/cm	NA	-99	0.185069
TLAP012	2011-04-18	0	10447	Fe	0.3054252462	meq/l	NA	-99	0.185069
KEVP005	2011-04-18	0	10448	CondL	1240	<U+00B5>S/cm	NA	-99	0.033484
KEVP005	2011-04-18	0	10448	Fe	0.5838854073	meq/l	NA	-99	0.033484
KEVP004	2011-04-14	0	10450	CondL	648	<U+00B5>S/cm	NA	-99	-0.05211
KEVP004	2011-04-14	0	10450	Fe	0.3084691137	meq/l	NA	-99	-0.05211
KEVP003	2011-04-14	0	10451	CondL	622	<U+00B5>S/cm	NA	-99	0.024432
KEVP003	2011-04-14	0	10451	Fe	0.0428290063	meq/l	NA	-99	0.024432
ZWAP208	2011-04-14	0	10452	CondL	53	<U+00B5>S/cm	NA	-99	-0.009559
ZWAP208	2011-04-14	0	10452	Fe	0.051136974	meq/l	NA	-99	-0.009559
ZWAP108	2011-04-14	0	10453	CondL	107	<U+00B5>S/cm	NA	-99	0.329349
ZWAP108	2011-04-14	0	10453	Fe	1.4036168308	meq/l	NA	-99	0.329349
ZWAP210	2011-04-11	0	10454	CondL	78	<U+00B5>S/cm	NA	-99	0.033903
ZWAP210	2011-04-11	0	10454	Fe	0.0447627574	meq/l	NA	-99	0.033903
ZWAP209	2011-04-11	0	10455	CondL	46	<U+00B5>S/cm	NA	-99	0.087237
ZWAP209	2011-04-11	0	10455	Fe	0.0818621307	meq/l	NA	-99	0.087237
ZWAP236	2011-04-11	0	10462	CondL	37	<U+00B5>S/cm	NA	-99	0.101288
ZWAP236	2011-04-11	0	10462	Fe	0.0402506714	meq/l	NA	-99	0.101288
DBLP123	2008-06-06	0	10465	CondL	1299	<U+00B5>S/cm	NA	-99	NA
DBLP117	2008-06-06	0	10466	CondL	2640	<U+00B5>S/cm	NA	-99	NA
DBLP127	2008-06-06	0	10467	CondL	792	<U+00B5>S/cm	NA	-99	NA
DBLP123	2008-09-26	0	10470	CondL	1343	<U+00B5>S/cm	NA	-99	NA
DBLP117	2008-09-26	0	10471	CondL	2560	<U+00B5>S/cm	NA	-99	NA
DBLP127	2008-09-26	0	10472	CondL	768	<U+00B5>S/cm	NA	-99	NA
MEMP031	2006-11-10	0	10491	CondL	5210	<U+00B5>S/cm	NA	-99	0.012051
MEMP031	2006-11-10	0	10491	Fe	0.0190510295	meq/l	NA	-99	0.012051
MEMP035	2006-11-10	0	10492	CondL	1287	<U+00B5>S/cm	NA	-99	0.07307
MEMP035	2006-11-10	0	10492	Fe	0.1094001791	meq/l	NA	-99	0.07307
MEMP038	2006-11-10	0	10493	CondL	872	<U+00B5>S/cm	NA	-99	0.077466
MEMP038	2006-11-10	0	10493	Fe	0.1167412713	meq/l	NA	-99	0.077466
MEMP042	2006-11-08	0	10494	CondL	3540	<U+00B5>S/cm	NA	-99	0.017197
MEMP042	2006-11-08	0	10494	Fe	0.6010743062	meq/l	NA	-99	0.017197
MEMP048	2006-11-08	0	10495	CondL	930	<U+00B5>S/cm	NA	-99	0.106898
MEMP048	2006-11-08	0	10495	Fe	0.175828111	meq/l	NA	-99	0.106898
MEMP049	2006-11-08	0	10496	CondL	556	<U+00B5>S/cm	NA	-99	0.086857
MEMP049	2006-11-08	0	10496	Fe	0.0499910474	meq/l	NA	-99	0.086857
MEMP050	2006-11-10	0	10497	CondL	409	<U+00B5>S/cm	NA	-99	0.18588
MEMP050	2006-11-10	0	10497	Fe	0.0527126231	meq/l	NA	-99	0.18588
MEMP059	2006-11-08	0	10498	CondL	2920	<U+00B5>S/cm	NA	-99	0.059946
MEMP059	2006-11-08	0	10498	Fe	0.2384601611	meq/l	NA	-99	0.059946
MEMP060	2006-11-10	0	10499	CondL	795	<U+00B5>S/cm	NA	-99	0.122235
MEMP060	2006-11-10	0	10499	Fe	0.1447806625	meq/l	NA	-99	0.122235
MEMP048	2007-06-07	0	10500	CondL	977	<U+00B5>S/cm	NA	-99	0.020728
MEMP048	2007-06-07	0	10500	Fe	0.8168307968	meq/l	NA	-99	0.020728
MEMP049	2007-06-07	0	10501	CondL	642	<U+00B5>S/cm	NA	-99	0.007129
MEMP049	2007-06-07	0	10501	Fe	1.28347359	meq/l	NA	-99	0.007129
MEMP059	2007-06-11	0	10502	CondL	3400	<U+00B5>S/cm	NA	-99	-0.004172
MEMP059	2007-06-11	0	10502	Fe	4.1333213966	meq/l	NA	-99	-0.004172
MEMP042	2007-06-07	0	10503	CondL	3990	<U+00B5>S/cm	NA	-99	0.039606
MEMP042	2007-06-07	0	10503	Fe	1.2752014324	meq/l	NA	-99	0.039606
MEMP050	2007-06-07	0	10504	CondL	523	<U+00B5>S/cm	NA	-99	-0.008175
MEMP050	2007-06-07	0	10504	Fe	0.1973142346	meq/l	NA	-99	-0.008175
MEMP038	2007-06-07	0	10505	CondL	1010	<U+00B5>S/cm	NA	-99	-0.016156
MEMP038	2007-06-07	0	10505	Fe	1.1670546106	meq/l	NA	-99	-0.016156
MEMP031	2007-06-07	0	10506	CondL	6200	<U+00B5>S/cm	NA	-99	-0.010649
MEMP031	2007-06-07	0	10506	Fe	2.017905103	meq/l	NA	-99	-0.010649
MEMP035	2007-06-07	0	10507	CondL	934	<U+00B5>S/cm	NA	-99	0.004886
MEMP035	2007-06-07	0	10507	Fe	0.9282005372	meq/l	NA	-99	0.004886
MEMP060	2007-06-07	0	10508	CondL	1030	<U+00B5>S/cm	NA	-99	-0.034142
MEMP060	2007-06-07	0	10508	Fe	0.8408236347	meq/l	NA	-99	-0.034142
NODP002	2007-06-06	0	10510	CondL	590	<U+00B5>S/cm	NA	-99	-0.05157
NODP002	2007-06-06	0	10510	Fe	0.4301880036	meq/l	NA	-99	-0.05157
GRYP006	1992-06-12	0	10557	CondL	790	<U+00B5>S/cm	NA	-99	-0.014289
GRYP006	1992-06-12	0	10557	Fe	0.0056938227	meq/l	NA	-99	-0.014289
GRYP007	1992-06-12	0	10558	CondL	720	<U+00B5>S/cm	NA	-99	-0.035935
GRYP007	1992-06-12	0	10558	Fe	0.0023276634	meq/l	NA	-99	-0.035935
DHEP002	2012-02-20	0	10559	CondL	1454	<U+00B5>S/cm	NA	-99	0.023461
DHEP002	2012-02-20	0	10559	Fe	0.068003581	meq/l	NA	-99	0.023461
OSKP026	2012-02-15	0	10561	CondL	1058	<U+00B5>S/cm	NA	-99	0.004298
OSKP026	2012-02-15	0	10561	Fe	0.0093822739	meq/l	NA	-99	0.004298
LIEP059	2012-02-22	0	10563	CondL	169	<U+00B5>S/cm	NA	-99	0.347474
LIEP059	2012-02-22	0	10563	Fe	1.4763831692	meq/l	NA	-99	0.347474
MATP017	2012-02-22	0	10564	CondL	462	<U+00B5>S/cm	NA	-99	0.096146
MATP017	2012-02-22	0	10564	Fe	0.0659982095	meq/l	NA	-99	0.096146
MATP018	2012-02-22	0	10565	CondL	94	<U+00B5>S/cm	NA	-99	0.097008
MATP018	2012-02-22	0	10565	Fe	0.2875559534	meq/l	NA	-99	0.097008
MATP011	2012-02-22	0	10566	CondL	83	<U+00B5>S/cm	NA	-99	0.056006
MATP011	2012-02-22	0	10566	Fe	0.3710295434	meq/l	NA	-99	0.056006
MATP019	2012-02-22	0	10567	CondL	136	<U+00B5>S/cm	NA	-99	0.091032
MATP019	2012-02-22	0	10567	Fe	0.0271083259	meq/l	NA	-99	0.091032
MATP003	2012-02-22	0	10568	CondL	166	<U+00B5>S/cm	NA	-99	0.091203
MATP003	2012-02-22	0	10568	Fe	0.9006624888	meq/l	NA	-99	0.091203
MATP012	2012-02-22	0	10569	CondL	199	<U+00B5>S/cm	NA	-99	0.013657
MATP012	2012-02-22	0	10569	Fe	0.4405013429	meq/l	NA	-99	0.013657
MATP010	2012-02-22	0	10570	CondL	156	<U+00B5>S/cm	NA	-99	0.060491
MATP010	2012-02-22	0	10570	Fe	0.0668576544	meq/l	NA	-99	0.060491
AABP011	2012-02-22	0	10572	CondL	870	<U+00B5>S/cm	NA	-99	0.062668
AABP011	2012-02-22	0	10572	Fe	1.0336615936	meq/l	NA	-99	0.062668
MATP004	2012-02-22	0	10573	CondL	140	<U+00B5>S/cm	NA	-99	-0.353888
MATP004	2012-02-22	0	10573	Fe	0.0059803044	meq/l	NA	-99	-0.353888
DURP014	2010-07-26	0	10574	CondL	950	<U+00B5>S/cm	NA	-99	-0.003436
DURP014	2010-07-26	0	10574	Fe	0.0703670546	meq/l	NA	-99	-0.003436
GWZP005	2010-07-26	0	10575	CondL	1299	<U+00B5>S/cm	NA	-99	-0.012584
GWZP005	2010-07-26	0	10575	Fe	0.2909937332	meq/l	NA	-99	-0.012584
GWZP002	2010-07-26	0	10576	CondL	815	<U+00B5>S/cm	NA	-99	-0.017065
GWZP002	2010-07-26	0	10576	Fe	0.3189256938	meq/l	NA	-99	-0.017065
DURP013	2010-07-26	0	10578	CondL	904	<U+00B5>S/cm	NA	-99	-0.016326
DURP013	2010-07-26	0	10578	Fe	0.1395523724	meq/l	NA	-99	-0.016326
VLBP016	2011-07-12	0	10580	CondL	1148	<U+00B5>S/cm	NA	-99	0.010192
VLBP016	2011-07-12	0	10580	Fe	0.2068755595	meq/l	NA	-99	0.010192
VLBP020	2011-07-12	0	10581	CondL	966	<U+00B5>S/cm	NA	-99	0.033606
VLBP020	2011-07-12	0	10581	Fe	0.6959713518	meq/l	NA	-99	0.033606
VLBP024	2011-07-12	0	10582	CondL	1115	<U+00B5>S/cm	NA	-99	0.019221
VLBP024	2011-07-12	0	10582	Fe	0.1045658013	meq/l	NA	-99	0.019221
VLBP125	2011-07-12	0	10583	CondL	1134	<U+00B5>S/cm	NA	-99	0.032853
VLBP125	2011-07-12	0	10583	Fe	0.4336615936	meq/l	NA	-99	0.032853
GWZP008	2011-07-12	0	10584	CondL	1036	<U+00B5>S/cm	NA	-99	0.034979
GWZP008	2011-07-12	0	10584	Fe	0.318782453	meq/l	NA	-99	0.034979
GWZP001	2011-07-12	0	10586	CondL	1558	<U+00B5>S/cm	NA	-99	-0.002327
GWZP001	2011-07-12	0	10586	Fe	0.5380125336	meq/l	NA	-99	-0.002327
RONP114	2012-02-22	0	10587	CondL	255	<U+00B5>S/cm	NA	-99	0.0393
RONP114	2012-02-22	0	10587	Fe	0.3303849597	meq/l	NA	-99	0.0393
RONP115	2012-02-22	0	10588	CondL	354	<U+00B5>S/cm	NA	-99	-0.007662
RONP115	2012-02-22	0	10588	Fe	0.0017905103	meq/l	NA	-99	-0.007662
LATP067	2011-12-05	0	10589	CondL	499	<U+00B5>S/cm	NA	-99	0.012508
LATP067	2011-12-05	0	10589	Fe	0.0017905103	meq/l	NA	-99	0.012508
BOBP416	2012-01-31	0	10591	CondL	707	<U+00B5>S/cm	NA	-99	-0.033361
BOBP416	2012-01-31	0	10591	Fe	0.0025425246	meq/l	NA	-99	-0.033361
BOBP003	2012-01-31	0	10592	CondL	340	<U+00B5>S/cm	NA	-99	-0.025333
BOBP003	2012-01-31	0	10592	Fe	0.0037242614	meq/l	NA	-99	-0.025333
BOBP001	2012-01-31	0	10593	CondL	112	<U+00B5>S/cm	NA	-99	0.039429
BOBP001	2012-01-31	0	10593	Fe	0.0051924799	meq/l	NA	-99	0.039429
BOBP002	2012-01-31	0	10594	CondL	328	<U+00B5>S/cm	NA	-99	-0.049948
BOBP002	2012-01-31	0	10594	Fe	0.016866607	meq/l	NA	-99	-0.049948
BOBP005	2012-01-31	0	10595	CondL	245	<U+00B5>S/cm	NA	-99	-0.046253
BOBP005	2012-01-31	0	10595	Fe	0.0049418084	meq/l	NA	-99	-0.046253
BOBP006	2012-01-31	0	10596	CondL	115	<U+00B5>S/cm	NA	-99	0.023898
BOBP006	2012-01-31	0	10596	Fe	0.0004297225	meq/l	NA	-99	0.023898
BOBP007	2012-01-31	0	10597	CondL	318	<U+00B5>S/cm	NA	-99	-0.033163
BOBP007	2012-01-31	0	10597	Fe	0.0015756491	meq/l	NA	-99	-0.033163
BOBP010	2012-01-31	0	10598	CondL	715	<U+00B5>S/cm	NA	-99	-0.004063
BOBP010	2012-01-31	0	10598	Fe	0.0291495076	meq/l	NA	-99	-0.004063
BOBP011	2012-01-31	0	10599	CondL	148	<U+00B5>S/cm	NA	-99	-0.047968
BOBP011	2012-01-31	0	10599	Fe	0.08347359	meq/l	NA	-99	-0.047968
BOBP008	2012-01-31	0	10600	CondL	150	<U+00B5>S/cm	NA	-99	-0.041716
BOBP008	2012-01-31	0	10600	Fe	0.001217547	meq/l	NA	-99	-0.041716
BOBP009	2012-01-31	0	10601	CondL	132	<U+00B5>S/cm	NA	-99	-0.025174
BOBP009	2012-01-31	0	10601	Fe	0.002256043	meq/l	NA	-99	-0.025174
BOBP012	2012-01-31	0	10602	CondL	200	<U+00B5>S/cm	NA	-99	-0.033045
BOBP012	2012-01-31	0	10602	Fe	0.0027931961	meq/l	NA	-99	-0.033045
BOBP013	2012-01-31	0	10603	CondL	282	<U+00B5>S/cm	NA	-99	-0.022105
BOBP013	2012-01-31	0	10603	Fe	0.0381020591	meq/l	NA	-99	-0.022105
WAHP307	2009-02-24	0	10605	CondL	12640	<U+00B5>S/cm	NA	-99	0.005771
WAHP307	2009-02-24	0	10605	Fe	0.0594449418	meq/l	NA	-99	0.005771
WAHP218	2009-02-24	0	10607	CondL	766	<U+00B5>S/cm	NA	-99	-0.019858
WAHP218	2009-02-24	0	10607	Fe	0.0017905103	meq/l	NA	-99	-0.019858
BASP002	2010-03-12	0	10608	CondL	776	<U+00B5>S/cm	NA	-99	-0.016243
BASP002	2010-03-12	0	10608	Fe	0.0036168308	meq/l	NA	-99	-0.016243
BASP003	2010-03-12	0	10609	CondL	720	<U+00B5>S/cm	NA	-99	-0.018121
BASP003	2010-03-12	0	10609	Fe	0.0017905103	meq/l	NA	-99	-0.018121
BASP004	2010-03-12	0	10610	CondL	719	<U+00B5>S/cm	NA	-99	-0.020384
BASP004	2010-03-12	0	10610	Fe	0.0268576544	meq/l	NA	-99	-0.020384
BASP001	2010-03-12	0	10611	CondL	1124	<U+00B5>S/cm	NA	-99	-0.016564
BASP001	2010-03-12	0	10611	Fe	0.0017905103	meq/l	NA	-99	-0.016564
ASEP002	2010-03-12	0	10613	CondL	535	<U+00B5>S/cm	NA	-99	-0.056213
ASEP002	2010-03-12	0	10613	Fe	0.0652820054	meq/l	NA	-99	-0.056213
ASEP003	2010-03-12	0	10615	CondL	585	<U+00B5>S/cm	NA	-99	-0.015493
ASEP003	2010-03-12	0	10615	Fe	0.0017905103	meq/l	NA	-99	-0.015493
ASEP103	2010-03-12	0	10616	CondL	837	<U+00B5>S/cm	NA	-99	-0.038608
ASEP103	2010-03-12	0	10616	Fe	0.0374216652	meq/l	NA	-99	-0.038608
ASEP001	2010-03-12	0	10618	CondL	675	<U+00B5>S/cm	NA	-99	0.032091
ASEP001	2010-03-12	0	10618	Fe	1.4021486124	meq/l	NA	-99	0.032091
KBRP081	2010-03-12	0	10619	CondL	780	<U+00B5>S/cm	NA	-99	0.025003
KBRP081	2010-03-12	0	10619	Fe	1.3466786034	meq/l	NA	-99	0.025003
WAHP330	2009-02-24	0	10620	CondL	9500	<U+00B5>S/cm	NA	-99	-0.009925
WAHP330	2009-02-24	0	10620	Fe	0.0952551477	meq/l	NA	-99	-0.009925
WAHP300	2009-02-24	0	10621	CondL	4620	<U+00B5>S/cm	NA	-99	-0.035111
WAHP300	2009-02-24	0	10621	Fe	0.2055505819	meq/l	NA	-99	-0.035111
WAHP312	2009-02-24	0	10623	CondL	13800	<U+00B5>S/cm	NA	-99	-0.005283
WAHP312	2009-02-24	0	10623	Fe	0.9686660698	meq/l	NA	-99	-0.005283
WAHP313	2009-02-24	0	10624	CondL	12150	<U+00B5>S/cm	NA	-99	-0.000928
WAHP313	2009-02-24	0	10624	Fe	0.5700984781	meq/l	NA	-99	-0.000928
WAHP223	2009-02-24	0	10625	CondL	693	<U+00B5>S/cm	NA	-99	0.015734
WAHP223	2009-02-24	0	10625	Fe	0.0017905103	meq/l	NA	-99	0.015734
WAHP225	2009-02-24	0	10626	CondL	1391	<U+00B5>S/cm	NA	-99	-0.051012
WAHP225	2009-02-24	0	10626	Fe	0.0171888988	meq/l	NA	-99	-0.051012
WAHP226	2009-02-24	0	10627	CondL	1349	<U+00B5>S/cm	NA	-99	-0.051341
WAHP226	2009-02-24	0	10627	Fe	0.0379588183	meq/l	NA	-99	-0.051341
WAHP229	2009-02-24	0	10628	CondL	2440	<U+00B5>S/cm	NA	-99	-0.058768
WAHP229	2009-02-24	0	10628	Fe	0.0017905103	meq/l	NA	-99	-0.058768
WAHP255	2009-02-24	0	10629	CondL	2130	<U+00B5>S/cm	NA	-99	-0.036196
WAHP255	2009-02-24	0	10629	Fe	0.0093106535	meq/l	NA	-99	-0.036196
WAHP251	2009-02-24	0	10630	CondL	1982	<U+00B5>S/cm	NA	-99	-0.017569
WAHP251	2009-02-24	0	10630	Fe	0.3824529991	meq/l	NA	-99	-0.017569
GRYP001	1992-06-12	0	10647	CondL	685	<U+00B5>S/cm	NA	-99	-0.035338
GRYP001	1992-06-12	0	10647	Fe	0.0151119069	meq/l	NA	-99	-0.035338
MOMP015	2003-07-23	0	10648	CondL	696	<U+00B5>S/cm	NA	-99	0.106113
MOMP015	2003-07-23	0	10648	Fe	0.0297224709	meq/l	NA	-99	0.106113
MOMP012	2003-07-23	0	10649	CondL	564	<U+00B5>S/cm	NA	-99	0.091974
MOMP012	2003-07-23	0	10649	Fe	0.0139659803	meq/l	NA	-99	0.091974
MOMP010	2003-07-23	0	10650	CondL	698	<U+00B5>S/cm	NA	-99	0.080322
MOMP010	2003-07-23	0	10650	Fe	0.0096687556	meq/l	NA	-99	0.080322
MOMP001	2003-07-23	0	10651	CondL	534	<U+00B5>S/cm	NA	-99	0.125123
MOMP001	2003-07-23	0	10651	Fe	0.1181736795	meq/l	NA	-99	0.125123
MOMP024	2003-10-31	0	10652	Fe	0.0501342883	meq/l	NA	-99	-0.003389
MOMP026	2003-07-23	0	10653	CondL	553	<U+00B5>S/cm	NA	-99	0.02858
MOMP026	2003-07-23	0	10653	Fe	0.0017905103	meq/l	NA	-99	0.02858
MOMP027	2003-07-23	0	10654	CondL	499	<U+00B5>S/cm	NA	-99	0.057767
MOMP027	2003-07-23	0	10654	Fe	0.0093106535	meq/l	NA	-99	0.057767
MOMP015	2004-01-09	0	10662	CondL	651	<U+00B5>S/cm	NA	-99	0.077984
MOMP015	2004-01-09	0	10662	Fe	0.0214861235	meq/l	NA	-99	0.077984
MOMP012	2004-01-09	0	10663	CondL	218	<U+00B5>S/cm	NA	-99	0.051794
MOMP012	2004-01-09	0	10663	Fe	0.0017905103	meq/l	NA	-99	0.051794
MOMP010	2004-01-09	0	10664	CondL	704	<U+00B5>S/cm	NA	-99	0.026268
MOMP010	2004-01-09	0	10664	Fe	0.0017905103	meq/l	NA	-99	0.026268
MOMP001	2004-01-09	0	10665	CondL	532	<U+00B5>S/cm	NA	-99	-0.008382
MOMP001	2004-01-09	0	10665	Fe	0.0200537153	meq/l	NA	-99	-0.008382
MOMP018	2004-01-09	0	10666	CondL	1084	<U+00B5>S/cm	NA	-99	0.434593
MOMP018	2004-01-09	0	10666	Fe	1.3249776186	meq/l	NA	-99	0.434593
MOMP020	2004-01-09	0	10667	CondL	2900	<U+00B5>S/cm	NA	-99	0.014138
MOMP020	2004-01-09	0	10667	Fe	0.0017905103	meq/l	NA	-99	0.014138
MOMP021	2004-01-09	0	10668	CondL	647	<U+00B5>S/cm	NA	-99	0.11724
MOMP021	2004-01-09	0	10668	Fe	0.3581020591	meq/l	NA	-99	0.11724
MOMP024	2004-01-09	0	10669	CondL	469	<U+00B5>S/cm	NA	-99	0.064732
MOMP024	2004-01-09	0	10669	Fe	0.1504028648	meq/l	NA	-99	0.064732
MOMP026	2004-01-09	0	10670	CondL	510	<U+00B5>S/cm	NA	-99	0.034754
MOMP026	2004-01-09	0	10670	Fe	0.0017905103	meq/l	NA	-99	0.034754
MOMP027	2004-01-09	0	10671	CondL	239	<U+00B5>S/cm	NA	-99	0.042491
MOMP027	2004-01-09	0	10671	Fe	0.0017905103	meq/l	NA	-99	0.042491
WESP111	2001-02-02	0	10679	CondL	725	<U+00B5>S/cm	NA	-99	0.006777
WESP111	2001-02-02	0	10679	Fe	0.1196060877	meq/l	NA	-99	0.006777
WESP181	2001-02-02	0	10685	CondL	508	<U+00B5>S/cm	NA	-99	-0.010557
WESP181	2001-02-02	0	10685	Fe	0.0089525515	meq/l	NA	-99	-0.010557
GRYP008	1992-06-12	0	10687	CondL	625	<U+00B5>S/cm	NA	-99	-0.03877
GRYP008	1992-06-12	0	10687	Fe	0.0027215756	meq/l	NA	-99	-0.03877
SOTP002	2009-12-08	0	10688	CondL	294	<U+00B5>S/cm	NA	-99	0.041107
SOTP002	2009-12-08	0	10688	Fe	0.06087735	meq/l	NA	-99	0.041107
JAGP002	2009-12-08	0	10689	CondL	227	<U+00B5>S/cm	NA	-99	0.026868
JAGP002	2009-12-08	0	10689	Fe	0.0100268577	meq/l	NA	-99	0.026868
JAGP003	2009-12-08	0	10690	CondL	235	<U+00B5>S/cm	NA	-99	-0.011881
JAGP003	2009-12-08	0	10690	Fe	0.0017905103	meq/l	NA	-99	-0.011881
JAGP001	2009-12-08	0	10691	CondL	230	<U+00B5>S/cm	NA	-99	0.027311
JAGP001	2009-12-08	0	10691	Fe	0.0655326768	meq/l	NA	-99	0.027311
WESP018	2001-02-02	0	10692	CondL	469	<U+00B5>S/cm	NA	-99	0.094267
WESP018	2001-02-02	0	10692	Fe	0.066965085	meq/l	NA	-99	0.094267
WESP057	2001-02-02	0	10701	CondL	630	<U+00B5>S/cm	NA	-99	-0.028688
WESP057	2001-02-02	0	10701	Fe	0.0089525515	meq/l	NA	-99	-0.028688
WESP097	2001-02-02	0	10703	CondL	528	<U+00B5>S/cm	NA	-99	-0.021615
WESP097	2001-02-02	0	10703	Fe	0.0089525515	meq/l	NA	-99	-0.021615
DURP015	2011-07-12	0	10707	CondL	882	<U+00B5>S/cm	NA	-99	0.039799
DURP015	2011-07-12	0	10707	Fe	0.0841897941	meq/l	NA	-99	0.039799
KAMP204	2011-07-12	0	10708	CondL	591	<U+00B5>S/cm	NA	-99	0.048766
KAMP204	2011-07-12	0	10708	Fe	0.5297045658	meq/l	NA	-99	0.048766
KAMP207	2011-07-12	0	10709	CondL	479	<U+00B5>S/cm	NA	-99	0.014269
KAMP207	2011-07-12	0	10709	Fe	0.297224709	meq/l	NA	-99	0.014269
DURP014	2011-07-12	0	10711	CondL	984	<U+00B5>S/cm	NA	-99	0.020253
DURP014	2011-07-12	0	10711	Fe	0.0181915846	meq/l	NA	-99	0.020253
DURP035	2011-07-12	0	10713	CondL	1566	<U+00B5>S/cm	NA	-99	0.023847
DURP035	2011-07-12	0	10713	Fe	0.9528379588	meq/l	NA	-99	0.023847
KAMP201	2011-07-12	0	10715	CondL	1220	<U+00B5>S/cm	NA	-99	0.089567
KAMP201	2011-07-12	0	10715	Fe	0.9451029543	meq/l	NA	-99	0.089567
VLBP013	2011-07-12	0	10717	CondL	891	<U+00B5>S/cm	NA	-99	0.01194
VLBP013	2011-07-12	0	10717	Fe	0.1685944494	meq/l	NA	-99	0.01194
GWZP002	2011-07-12	0	10718	CondL	769	<U+00B5>S/cm	NA	-99	0.03791
GWZP002	2011-07-12	0	10718	Fe	0.2973679499	meq/l	NA	-99	0.03791
KAMP206	2011-07-12	0	10719	CondL	626	<U+00B5>S/cm	NA	-99	0.051687
KAMP206	2011-07-12	0	10719	Fe	0.6092390331	meq/l	NA	-99	0.051687
MBOP007	2012-01-18	0	10720	CondL	356	<U+00B5>S/cm	NA	-99	0.024061
MBOP007	2012-01-18	0	10720	Fe	0.1583527305	meq/l	NA	-99	0.024061
POLP002	2012-01-18	0	10722	CondL	735	<U+00B5>S/cm	NA	-99	0.142796
POLP002	2012-01-18	0	10722	Fe	4.21217547	meq/l	NA	-99	0.142796
POLP001	2012-01-18	0	10723	CondL	616	<U+00B5>S/cm	NA	-99	0.154938
POLP001	2012-01-18	0	10723	Fe	4.003831692	meq/l	NA	-99	0.154938
WEBP205	2011-12-14	0	10724	CondL	421	<U+00B5>S/cm	NA	-99	0.020569
WEBP205	2011-12-14	0	10724	Fe	0.0604118174	meq/l	NA	-99	0.020569
WEBP025	2011-12-14	0	10725	CondL	908	<U+00B5>S/cm	NA	-99	0.024525
WEBP025	2011-12-14	0	10725	Fe	0.275129812	meq/l	NA	-99	0.024525
WEBP048	2011-12-14	0	10726	CondL	429	<U+00B5>S/cm	NA	-99	0.080039
WEBP048	2011-12-14	0	10726	Fe	1.2068755595	meq/l	NA	-99	0.080039
SBRP005	2011-12-14	0	10728	CondL	631	<U+00B5>S/cm	NA	-99	0.03645
SBRP005	2011-12-14	0	10728	Fe	0.4552193375	meq/l	NA	-99	0.03645
SBRP007	2011-12-14	0	10729	CondL	732	<U+00B5>S/cm	NA	-99	0.023488
SBRP007	2011-12-14	0	10729	Fe	0.4783885407	meq/l	NA	-99	0.023488
SBRP006	2011-12-14	0	10730	CondL	867	<U+00B5>S/cm	NA	-99	0.028073
SBRP006	2011-12-14	0	10730	Fe	0.3927305282	meq/l	NA	-99	0.028073
SBRP009	2011-12-14	0	10731	CondL	949	<U+00B5>S/cm	NA	-99	0.060024
SBRP009	2011-12-14	0	10731	Fe	1.4246016115	meq/l	NA	-99	0.060024
